Employee Id,Education Level,Department,Job Tenure,Technical Skills,Quality_of_Work,Workload,Peer_Feedback,Code_Quality,Project_Completion_Rate,Debugging_Skills,Time_Management,Learning_Growth,Performance
533,Bachelor's,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,1,Poor,60,Poor,Good,No,Meets Expectations
534,Bachelor's,Python & ML,0,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,0,Good,29,Good,Poor,No,Needs Improvement
535,PhD,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,10,Excellent,97,Excellent,Excellent,Yes,Exceeds Expectations
536,Master's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,4,Poor,34,Poor,Poor,No,Needs Improvement
537,Master's,Python & ML,9,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,1,Good,43,Good,Excellent,Yes,Meets Expectations
538,Master's,Mobile,6,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,93,Good,Excellent,No,Meets Expectations
539,Bachelor's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Low,7,Excellent,36,Excellent,Good,Yes,Exceeds Expectations
540,PhD,Mobile,1,"iOS, Android, React Native, Flutter",Good,Medium,9,Excellent,98,Excellent,Excellent,Yes,Exceeds Expectations
541,Master's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,8,Excellent,95,Excellent,Excellent,Yes,Exceeds Expectations
542,Master's,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,6,Good,45,Good,Good,Yes,Meets Expectations
543,Bachelor's,.Net,10,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,7,Good,8,Good,Excellent,Yes,Meets Expectations
544,Bachelor's,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Low,2,Poor,27,Poor,Poor,No,Needs Improvement
545,Bachelor's,Python & ML,0,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Medium,4,Good,37,Good,Poor,No,Needs Improvement
546,PhD,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Poor,Medium,0,Poor,31,Poor,Poor,No,Needs Improvement
547,Bachelor's,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,5,Poor,91,Poor,Good,Yes,Meets Expectations
548,Bachelor's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Low,0,Poor,33,Poor,Poor,No,Needs Improvement
549,Bachelor's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,0,Poor,21,Poor,Good,Yes,Meets Expectations
550,Bachelor's,Mobile,0,"iOS, Android, React Native, Flutter",Excellent,Low,5,Good,70,Good,Good,Yes,Meets Expectations
551,PhD,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,10,Excellent,91,Excellent,Excellent,Yes,Exceeds Expectations
552,PhD,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Low,1,Poor,28,Poor,Poor,No,Needs Improvement
553,Bachelor's,Frontend,9,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,7,Excellent,1,Excellent,Excellent,Yes,Exceeds Expectations
554,PhD,Mobile,2,"iOS, Android, React Native, Flutter",Excellent,High,7,Excellent,98,Excellent,Good,Yes,Exceeds Expectations
555,Bachelor's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,2,Good,85,Good,Good,Yes,Meets Expectations
556,PhD,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,8,Good,86,Good,Excellent,Yes,Meets Expectations
557,PhD,.Net,10,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,8,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
558,Master's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,8,Excellent,7,Excellent,Excellent,Yes,Exceeds Expectations
559,Master's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,2,Good,51,Good,Good,Yes,Meets Expectations
560,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Poor,Medium,5,Good,38,Poor,Poor,No,Needs Improvement
561,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,97,Excellent,Excellent,Yes,Exceeds Expectations
562,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,7,Excellent,44,Good,Good,Yes,Meets Expectations
563,Bachelor's,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,8,Good,29,Good,Good,Yes,Meets Expectations
564,PhD,Mobile,10,"iOS, Android, React Native, Flutter",Good,Medium,0,Good,33,Good,Poor,No,Needs Improvement
565,Bachelor's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,4,Poor,80,Poor,Excellent,Yes,Meets Expectations
566,Bachelor's,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,8,Excellent,33,Excellent,Excellent,Yes,Exceeds Expectations
567,Master's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,9,Good,21,Good,Excellent,Yes,Meets Expectations
568,PhD,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,9,Excellent,30,Excellent,Excellent,Yes,Exceeds Expectations
569,PhD,Database,0,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling",Poor,Medium,3,Poor,26,Poor,Poor,No,Needs Improvement
570,PhD,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,10,Excellent,84,Excellent,Good,Yes,Exceeds Expectations
571,Bachelor's,.Net,0,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,Low,3,Good,31,Good,Poor,No,Needs Improvement
572,Bachelor's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,1,Good,43,Good,Good,Yes,Meets Expectations
573,PhD,Python & ML,9,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Excellent,83,Excellent,Good,Yes,Exceeds Expectations
574,Master's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,8,Poor,31,Poor,Good,Yes,Meets Expectations
575,Master's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,4,Poor,11,Poor,Poor,No,Needs Improvement
576,Master's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,3,Excellent,1,Excellent,Good,Yes,Meets Expectations
577,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,8,Excellent,82,Excellent,Good,Yes,Exceeds Expectations
578,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,High,6,Good,29,Good,Good,Yes,Meets Expectations
579,Bachelor's,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,2,Good,46,Poor,Good,Yes,Meets Expectations
580,Bachelor's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,1,Poor,34,Poor,Poor,No,Needs Improvement
581,Bachelor's,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,High,2,Poor,33,Poor,Poor,No,Needs Improvement
582,PhD,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,85,Excellent,Excellent,Yes,Exceeds Expectations
583,Master's,Frontend,0,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Poor,Medium,2,Poor,24,Poor,Poor,No,Needs Improvement
584,Master's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,7,Good,60,Good,Good,Yes,Meets Expectations
585,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling",Poor,High,0,Poor,26,Poor,Poor,No,Needs Improvement
586,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Low,4,Good,87,Good,Good,Yes,Meets Expectations
587,Master's,Mobile,6,"iOS, Android, React Native, Flutter",Excellent,Medium,9,Good,38,Good,Good,Yes,Meets Expectations
588,Master's,Mobile,6,"iOS, Android, React Native, Flutter",Excellent,High,1,Poor,54,Poor,Good,Yes,Meets Expectations
589,Master's,Python & ML,2,"Python,ML models, DL models",Poor,Medium,4,Poor,22,Poor,Poor,No,Needs Improvement
590,Bachelor's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,0,Poor,9,Poor,Poor,No,Needs Improvement
591,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Low,5,Good,69,Good,Good,Yes,Meets Expectations
592,Master's,Mobile,1,"iOS, Android, React Native, Flutter",Poor,Medium,4,Poor,24,Poor,Poor,No,Needs Improvement
593,Master's,.Net,9,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,9,Excellent,90,Excellent,Good,Yes,Exceeds Expectations
594,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle",Poor,Medium,3,Poor,20,Poor,Poor,No,Needs Improvement
595,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,6,Good,64,Good,Good,Yes,Meets Expectations
596,Bachelor's,Mobile,0,"iOS, Android, React Native, Flutter",Poor,High,0,Poor,10,Poor,Poor,No,Needs Improvement
597,PhD,.Net,10,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,Medium,0,Poor,19,Poor,Poor,No,Needs Improvement
598,Bachelor's,Python & ML,5,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,7,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
599,PhD,Mobile,2,"iOS, Android, React Native, Flutter",Good,High,8,Good,50,Good,Good,Yes,Meets Expectations
600,PhD,.Net,0,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,2,Good,65,Good,Good,Yes,Meets Expectations
601,Bachelor's,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Poor,Low,0,Poor,10,Poor,Poor,No,Needs Improvement
602,Bachelor's,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,7,Excellent,91,Excellent,Good,Yes,Exceeds Expectations
603,Master's,Mobile,2,"iOS, Android, React Native, Flutter",Poor,Low,1,Poor,21,Poor,Poor,No,Needs Improvement
604,Master's,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,87,Excellent,Good,Yes,Exceeds Expectations
605,PhD,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Good,83,Good,Excellent,Yes,Meets Expectations
606,Master's,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,8,Excellent,92,Excellent,Excellent,Yes,Exceeds Expectations
607,Master's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,1,Good,61,Good,Good,Yes,Meets Expectations
608,PhD,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,5,Good,71,Good,Good,Yes,Meets Expectations
609,Master's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,6,Good,62,Good,Excellent,Yes,Meets Expectations
610,PhD,Mobile,7,"iOS, Android, React Native, Flutter",Good,High,7,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
611,Bachelor's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Good,56,Good,Good,Yes,Meets Expectations
612,Bachelor's,DevOps,1,"Jenkins, Git, Ansible, Security",Poor,High,3,Poor,24,Poor,Poor,No,Needs Improvement
613,Bachelor's,Mobile,1,"iOS, Android, React Native, Flutter",Poor,High,3,Poor,31,Poor,Poor,No,Needs Improvement
614,Master's,Mobile,9,"iOS, Android, React Native, Flutter",Good,High,8,Excellent,96,Excellent,Excellent,Yes,Exceeds Expectations
615,Bachelor's,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,9,Excellent,98,Excellent,Good,Yes,Exceeds Expectations
616,Bachelor's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Low,6,Good,71,Good,Good,Yes,Meets Expectations
617,PhD,.Net,0,"C#, .Net Core Framework, ASP.Net",Low,Medium,3,Poor,9,Poor,Poor,No,Needs Improvement
618,PhD,Mobile,1,"iOS, Android, React Native, Flutter",Excellent,Low,3,Good,53,Good,Good,Yes,Meets Expectations
619,Bachelor's,Mobile,10,"iOS, Android, React Native, Flutter",Excellent,Medium,3,Good,40,Good,Excellent,Yes,Meets Expectations
620,Bachelor's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,4,Good,43,Good,Good,Yes,Meets Expectations
621,Bachelor's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,5,Good,69,Good,Good,Yes,Meets Expectations
622,Master's,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,7,Good,68,Good,Good,Yes,Meets Expectations
623,Master's,DevOps,0,"Jenkins, Git",Good,Low,1,Poor,13,Poor,Poor,No,Needs Improvement
624,PhD,Mobile,6,"iOS, Android, React Native, Flutter",Excellent,High,7,Excellent,87,Excellent,Good,Yes,Exceeds Expectations
625,PhD,Frontend,5,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,8,Excellent,91,Excellent,Excellent,Yes,Exceeds Expectations
626,Master's,Mobile,10,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,92,Excellent,Excellent,Yes,Exceeds Expectations
627,Bachelor's,.Net,0,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,High,4,Poor,29,Poor,Poor,No,Needs Improvement
628,Master's,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,5,Good,77,Good,Good,Yes,Meets Expectations
629,Master's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,Low,1,Poor,22,Poor,Poor,No,Needs Improvement
630,Master's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,5,Good,38,Good,Excellent,Yes,Meets Expectations
631,Bachelor's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,22,Good,Excellent,Yes,Exceeds Expectations
632,Bachelor's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Good,54,Good,Excellent,Yes,Meets Expectations
633,Master's,.Net,9,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,5,Good,14,Good,Good,Yes,Meets Expectations
634,PhD,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,8,Good,89,Excellent,Excellent,Yes,Exceeds Expectations
635,Bachelor's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,4,Good,45,Good,Excellent,Yes,Meets Expectations
636,Bachelor's,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,6,Good,44,Good,Good,Yes,Meets Expectations
637,Bachelor's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,6,Good,56,Good,Good,Yes,Meets Expectations
638,PhD,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Low,3,Poor,22,Poor,Poor,No,Needs Improvement
639,Master's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Low,0,Poor,21,Poor,Poor,No,Needs Improvement
640,Bachelor's,DevOps,0,"Jenkins, Git,Cloud management",Good,Low,2,Poor,16,Poor,Poor,No,Needs Improvement
641,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,6,Good,61,Good,Good,Yes,Meets Expectations
642,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,6,Good,39,Good,Excellent,Yes,Meets Expectations
643,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Excellent,86,Excellent,Excellent,Yes,Exceeds Expectations
644,Master's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Good,96,Excellent,Good,Yes,Exceeds Expectations
645,Master's,Mobile,5,"iOS, Android, React Native, Flutter",Excellent,Low,4,Good,58,Good,Good,Yes,Meets Expectations
646,Bachelor's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net",Poor,Medium,0,Poor,13,Poor,Poor,No,Needs Improvement
647,Bachelor's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Medium,8,Excellent,69,Excellent,Excellent,Yes,Exceeds Expectations
648,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Low,4,Good,57,Good,Excellent,Yes,Meets Expectations
649,Master's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,4,Good,50,Good,Excellent,Yes,Meets Expectations
650,PhD,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,7,Excellent,89,Excellent,Good,Yes,Exceeds Expectations
651,Bachelor's,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,2,Poor,32,Poor,Poor,No,Needs Improvement
652,Master's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Excellent,87,Excellent,Excellent,Yes,Exceeds Expectations
653,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Good,52,Good,Good,Yes,Meets Expectations
654,PhD,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,10,Excellent,90,Good,Excellent,Yes,Exceeds Expectations
655,Master's,Mobile,10,"iOS, Android, React Native, Flutter",Excellent,High,9,Excellent,97,Excellent,Excellent,Yes,Exceeds Expectations
656,Master's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Poor,Low,2,Poor,21,Poor,Poor,No,Needs Improvement
657,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Low,5,Good,54,Good,Excellent,Yes,Meets Expectations
658,PhD,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,9,Excellent,78,Excellent,Good,Yes,Exceeds Expectations
659,Master's,Mobile,0,"iOS, Android, React Native, Flutter",Poor,Low,0,Poor,12,Poor,Poor,No,Needs Improvement
660,Bachelor's,Python & ML,0,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Low,2,Good,24,Poor,Poor,No,Needs Improvement
661,Bachelor's,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,4,Good,44,Good,Good,Yes,Meets Expectations
662,PhD,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,5,Good,88,Good,Excellent,Yes,Meets Expectations
663,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Excellent,High,7,Excellent,87,Excellent,Good,Yes,Exceeds Expectations
664,Bachelor's,Python & ML,0,"Python,ML models",Poor,Low,3,Poor,38,Poor,Poor,No,Needs Improvement
665,Master's,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,7,Good,63,Good,Good,Yes,Meets Expectations
666,Master's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,3,Poor,32,Poor,Poor,No,Needs Improvement
667,Master's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,5,Good,63,Good,Good,Yes,Meets Expectations
668,PhD,Mobile,6,"iOS, Android, React Native, Flutter",Good,Low,4,Good,66,Good,Good,Yes,Meets Expectations
669,PhD,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Excellent,94,Excellent,Good,Yes,Exceeds Expectations
670,PhD,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,4,Good,59,Good,Excellent,Yes,Meets Expectations
671,PhD,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,10,Excellent,98,Excellent,Good,Yes,Exceeds Expectations
672,Master's,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,6,Good,53,Good,Good,Yes,Meets Expectations
673,Bachelor's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,3,Poor,15,Poor,Poor,No,Needs Improvement
674,Master's,DevOps,1,"Jenkins, Git, Ansible, Security, Automation",Good,Low,4,Poor,16,Poor,Poor,No,Needs Improvement
675,PhD,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,95,Excellent,Good,Yes,Exceeds Expectations
676,PhD,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,2,Good,52,Good,Excellent,Yes,Meets Expectations
677,PhD,DevOps,2,"Jenkins, Git, Ansible, Security, Cloud management",Good,Low,2,Poor,35,Poor,Poor,No,Needs Improvement
678,PhD,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,2,Good,43,Good,Excellent,Yes,Meets Expectations
679,Bachelor's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,5,Good,71,Good,Good,Yes,Meets Expectations
680,Bachelor's,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,7,Good,45,Good,Good,Yes,Meets Expectations
681,PhD,Mobile,8,"iOS, Android, React Native, Flutter",Excellent,High,9,Excellent,85,Excellent,Excellent,Yes,Exceeds Expectations
682,PhD,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,9,Excellent,91,Excellent,Excellent,Yes,Exceeds Expectations
683,Master's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,5,Good,56,Good,Good,Yes,Meets Expectations
684,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,4,Good,48,Good,Good,Yes,Meets Expectations
685,Master's,Python & ML,1,"Python,ML models, DL models",Poor,Low,0,Poor,11,Poor,Poor,No,Needs Improvement
686,PhD,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,8,Excellent,97,Excellent,Excellent,Yes,Exceeds Expectations
687,Master's,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,6,Good,58,Good,Good,Yes,Meets Expectations
688,Bachelor's,Frontend,1,"Angular JS, Node JS, HTML, CSS",Poor,Low,0,Poor,8,Poor,Poor,No,Needs Improvement
689,Master's,Mobile,6,"iOS, Android, React Native, Flutter",Excellent,High,8,Good,64,Good,Good,Yes,Meets Expectations
690,Master's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,4,Good,51,Good,Excellent,Yes,Meets Expectations
691,Master's,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,4,Good,44,Excellent,Good,Yes,Meets Expectations
692,Bachelor's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,10,Excellent,89,Excellent,Good,Yes,Exceeds Expectations
693,Bachelor's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Excellent,88,Excellent,Good,Yes,Exceeds Expectations
694,Master's,Mobile,5,"iOS, Android, React Native, Flutter",Poor,Low,3,Poor,15,Poor,Poor,No,Needs Improvement
